wayid,num_samples,num_hours_avail
380159041,48,17
161596267,48,15
658264977,48,14
583707623,48,13
42916760,48,11
552885274,48,13
679239078,47,14
678559780,47,14
552385868,47,11
409880387,47,15
680398096,47,19
552885273,47,12
680398088,46,15
532655554,46,14
658319974,46,13
95991729,46,12
87647459,46,14
353311522,46,14
93673601,45,13
363390675,45,15
678119021,45,19
680398086,44,15
501395792,44,22
184369598,44,13
26472460,44,17
25796502,44,15
105267054,44,13
55368215,43,13
93585924,43,14
538598307,43,11
87633899,43,12
42399905,43,14
658289095,42,14
671411300,42,11
658228767,42,11
97816988,42,14
25341982,42,15
53081807,42,4
226427651,42,16
101196403,42,14
671409675,42,12
679473676,41,14
658228769,41,11
239559125,41,15
101532311,41,14
678328628,41,13
658249354,41,13
177084638,40,15
419073400,40,11
198232630,40,14
259399010,40,8
26539556,40,13
48068494,40,10
87651164,40,15
678438297,40,4
678334501,40,13
368030902,40,12
265936052,40,13
553801023,39,12
680549029,39,18
668848861,39,18
363389722,39,12
683322574,39,12
419051577,39,14
96878962,39,15
678447735,38,12
198232867,38,16
363390674,38,15
543078851,38,15
679178709,38,13
169142687,38,13
173961419,38,12
553042531,38,12
363386464,38,15
87651440,37,11
627144563,37,14
680909761,37,14
362401615,37,14
660654139,37,7
77344705,37,15
101196434,36,13
131846529,36,9
26472452,36,12
572087316,36,16
655547446,35,14
683322573,35,13
187198059,34,15
680005246,34,16
26539766,34,14
671409677,34,12
661357407,34,12
671589124,33,15
97085099,33,10
87644381,33,13
25342203,33,10
97811176,33,12
431809412,33,14
571774121,32,4
647628110,32,13
374430747,32,11
671213411,32,10
128998863,32,13
201715487,32,10
657943809,32,14
658228776,31,11
374430776,31,11
385905972,31,15
680256084,31,7
25889279,31,4
677048818,31,14
572001692,31,11
87651439,31,8
658409696,31,12
371719157,31,9
25888942,30,11
324758440,30,12
25773051,30,14
182627151,30,11
679956720,30,9
675986564,30,8
679156928,30,14
374430707,30,12
25738368,30,14
72672624,30,9
93670619,30,15
374433420,30,11
77527121,30,12
297314920,30,5
177084883,29,8
374433404,29,12
231498627,29,20
639979613,29,13
675021671,29,14
673931211,29,11
264112735,29,11
187197445,29,12
26787864,29,14
88398827,29,12
374430773,29,11
184369643,29,11
678386147,29,12
231493257,29,14
182627062,29,7
25868520,29,15
655661079,28,14
26468858,28,12
166137293,28,11
581644004,28,9
184369600,28,10
72672617,28,9
647635144,28,11
680076932,28,10
671409676,28,12
679963049,28,12
679638248,28,14
678386148,28,14
25738386,28,8
581644538,27,8
77517734,27,10
675667940,27,9
76771096,27,10
100346415,27,11
619161878,27,10
121271230,27,11
25785547,27,11
668295071,27,11
363386466,27,11
374430774,26,11
374430772,26,11
673931212,26,11
673931208,26,11
25868916,26,13
101196352,26,15
668673006,25,9
173960946,25,12
25815000,25,12
671415163,25,11
45872946,25,10
26622319,25,10
658409708,25,8
675015971,25,14
680304502,24,11
4723979,24,14
25858128,24,11
437764510,24,12
26584144,24,8
114394271,24,11
86213722,24,12
183678858,24,11
677800142,24,15
532655583,24,15
363388372,24,12
259340070,24,9
693599404,24,9
129884908,24,7
671414388,24,9
4727389,24,7
658244120,24,9
658208365,23,14
639979614,23,9
48161467,23,10
658169282,23,8
268840027,23,10
377486991,23,10
41528752,23,15
671264352,23,14
671798382,23,13
98176580,22,7
671411585,22,13
96785458,22,8
658289094,22,8
449509402,22,9
432092682,22,8
678326362,22,8
678635208,22,13
532655556,22,10
173959647,21,11
131908899,21,13
675934038,21,10
95932157,21,13
42975023,21,11
105268553,21,9
48067268,21,12
25064453,21,13
670014141,21,10
55261032,21,10
25298852,21,12
680469039,21,12
97810178,21,9
679473677,21,12
673117935,21,12
25786499,20,11
167236737,20,10
87645075,20,11
25889018,20,13
26622325,20,6
683323278,20,11
679627965,20,11
26539634,20,13
26539784,20,10
658745235,20,14
438308302,20,10
658745229,20,14
182627073,20,8
4821491,20,11
658559806,20,10
680328366,20,9
259340063,19,13
48494409,19,6
4821519,19,9
658208363,19,14
667670891,19,13
312369036,19,8
679622839,19,8
259340066,19,10
97829288,19,14
363390239,19,8
484674447,19,10
97810289,19,8
71071481,19,8
153995746,19,10
87651579,18,8
76771105,18,9
347091663,18,7
419073401,18,4
46781886,18,9
668882375,18,9
87653848,18,9
184369601,18,11
668689773,18,10
97677246,18,9
163638353,18,10
174310512,18,11
658559805,17,11
26472629,17,10
676203797,17,4
40627393,17,3
627562421,17,8
679966220,17,4
289985452,17,9
671232621,17,9
61901587,17,6
679166405,17,9
26468748,17,6
95791242,16,10
515200214,16,8
26702360,16,8
672121529,16,11
25064477,16,8
345210091,16,10
198232546,16,8
238808780,16,6
173985913,16,8
26430737,16,8
240450983,16,9
680268725,16,9
686577897,16,10
671940228,16,11
94703379,16,11
678354755,16,11
287710516,15,10
670006938,15,10
25849862,15,9
97989432,15,6
679966217,15,8
40385572,15,4
25342254,15,10
126616031,15,9
25814961,15,8
26791279,15,12
76779072,15,9
363390238,15,5
668608096,15,6
682937531,15,9
72672613,15,7
345264919,15,9
675934039,15,10
4723972,15,9
247137154,15,7
435095031,15,5
100130921,15,8
673599259,15,8
680335914,15,10
120729877,14,9
449661158,14,10
25592116,14,9
385444269,14,11
374430628,14,7
515077028,14,8
173985939,14,10
671209219,14,6
675147236,14,10
673376203,14,10
583755498,14,5
668214915,14,6
88376379,14,8
240719594,14,5
87653700,14,8
671408423,13,10
77228569,13,6
565844057,13,10
151066300,13,9
26742751,13,8
153995748,13,8
435095029,13,6
442686515,13,5
103156432,13,10
568922809,13,9
679956718,13,7
671414627,13,7
325928149,13,10
673100764,13,8
27090138,13,4
84629930,13,7
664155574,13,7
25064242,13,6
86402061,13,8
24968610,13,11
129973204,13,10
26843316,13,7
680304503,13,6
87653695,12,7
4775774,12,6
259337233,12,7
673376219,12,8
101201618,12,8
76841203,12,9
674376477,12,9
153995747,12,8
198232539,12,6
101074647,12,5
93667219,12,10
48161141,12,7
97735980,12,9
670743601,12,7
658474426,12,7
100196211,12,7
679178710,12,6
361360704,12,6
668214912,12,6
240719534,12,6
153995752,12,8
95932154,12,8
98043668,12,6
24968806,12,9
676199986,12,7
25064146,12,3
76776748,11,8
24025150,11,6
238178365,11,6
627144566,11,7
554636493,11,6
374430625,11,7
95932449,11,8
419051582,11,8
95936809,11,10
667672538,11,7
658741512,11,8
41454968,11,8
183678915,11,7
93668643,11,5
166759294,11,7
658273350,11,7
25575968,11,8
679754197,11,5
674475905,11,5
658179279,11,7
55368213,11,8
56397052,10,7
27090071,10,8
98641587,10,9
658273349,10,7
680071830,10,6
671210209,10,7
25592354,10,8
679163003,10,8
188442791,10,7
668689774,10,6
184369776,10,7
678445496,10,7
100207497,10,3
552392393,10,7
515077027,10,6
682951642,10,4
26468762,10,6
25064512,10,8
121271249,10,8
97085097,10,7
374430624,10,6
97810179,10,9
677873188,10,6
678311106,10,7
679957405,10,4
126616044,10,7
658169276,10,7
671212536,9,7
678122016,9,6
126623663,9,7
679631781,9,4
361611273,9,6
301827331,9,6
654718658,9,6
183678936,9,4
658995475,9,8
94705960,9,7
24951187,9,8
239784705,9,4
45368253,9,9
26702669,9,5
674917120,9,4
572001713,9,6
87653298,9,8
128617853,9,8
240353129,9,6
154232785,9,4
163064443,9,7
657580242,9,8
678543439,9,5
166759289,9,6
658575804,9,7
671415476,9,9
48161335,9,6
683322579,9,7
26702660,9,4
103615659,9,6
679725904,9,7
76776215,9,5
26539570,9,6
658245924,9,8
676959434,8,6
100147855,8,7
592440129,8,6
674334268,8,6
77527136,8,5
261477718,8,4
25889268,8,3
241400352,8,6
55268972,8,7
4727391,8,7
680082066,8,6
48161191,8,3
553567567,8,7
437013892,8,6
658273351,8,6
680350659,8,6
53081803,8,6
100207478,8,6
671264355,8,1
74479344,8,6
22804449,8,6
437764511,8,7
683322578,8,4
679768804,8,6
679178711,8,6
172265327,8,5
680036100,8,6
667231417,8,6
677824345,8,8
238178364,8,6
87642947,8,8
679646615,8,5
26723401,8,6
364980084,8,5
673573651,8,8
658223802,8,6
95932125,8,5
161929473,8,7
678307331,8,6
76776749,8,7
154232791,8,5
26727626,8,7
671242457,7,4
661357408,7,6
563207319,7,6
332245948,7,5
93670215,7,7
677578114,7,6
364116255,7,5
679807135,7,5
25063967,7,3
678534403,7,5
103156418,7,7
380161566,7,6
86216290,7,7
658219765,7,5
332245946,7,5
364996453,7,5
97817534,7,5
674359664,7,7
674908953,7,5
245261936,7,5
100147847,7,4
239559120,7,7
668645826,7,5
671412340,7,5
240537536,7,6
241404500,7,4
679646620,7,4
22810586,7,5
552887678,7,5
94705388,7,7
363390677,7,7
571753247,7,5
658718875,7,5
245261959,7,5
671401129,7,5
567085645,7,5
674908955,7,5
658421886,7,6
187197448,7,7
53058043,7,6
680001445,7,6
680256934,7,6
658559808,7,5
663466946,7,7
162818950,7,5
670506316,6,6
678566593,6,3
677800144,6,5
188442785,6,5
326666387,6,4
104473526,6,5
385905973,6,6
259399013,6,6
120736026,6,2
680030774,6,5
676001399,6,4
25761978,6,3
683322577,6,5
568902002,6,6
672130240,6,5
658409707,6,5
49890858,6,5
658187063,6,3
25746054,6,4
673794105,6,6
680036102,6,5
532655566,6,3
54369857,6,5
679659642,6,6
95636072,6,6
239372147,6,5
259342524,6,3
680343375,6,6
97076358,6,5
667231416,6,4
87647451,6,3
103156427,6,5
183678874,6,5
671415284,6,6
25746026,6,4
93667978,6,4
259337494,6,5
466393908,6,5
172265339,6,5
238808615,6,5
240568542,6,5
28243951,5,5
345210095,5,5
25889321,5,3
671210237,5,4
74479352,5,3
678559799,5,4
100347910,5,5
658289099,5,5
680030773,5,4
100147500,5,5
101196398,5,5
140305993,5,4
668295074,5,3
4775768,5,5
86402083,5,4
43949399,5,4
325928148,5,3
674909185,5,3
97811165,5,4
25850333,5,5
97811194,5,4
671414868,5,5
678119465,5,4
239164441,5,5
677573270,5,4
671415475,5,5
97684953,5,4
654756986,5,4
97816989,5,4
556809028,5,4
355488477,5,4
671408694,5,3
678636936,5,4
679747475,5,4
680371182,5,3
659133802,5,5
671414873,5,5
26430738,5,4
177084637,5,5
94706158,5,5
121271255,5,4
676214369,5,3
154232797,5,5
672121530,5,4
198232899,5,5
676959448,5,4
53059091,5,3
345264914,5,4
246663018,5,3
671415477,5,5
25849868,5,3
667417219,5,4
344296075,5,3
678543144,5,4
291877707,5,5
112466138,5,4
679486711,5,3
93835215,5,3
97808891,5,3
671411444,5,4
231493763,5,5
198232971,5,4
674937575,5,4
4741886,5,5
679383147,4,3
683323279,4,3
93671669,4,4
101206099,4,4
93044098,4,4
184370012,4,3
680011691,4,4
144987006,4,3
673875819,4,4
693744691,4,4
248430609,4,3
172265329,4,3
674441623,4,2
515100454,4,4
169142694,4,4
670732637,4,3
169130070,4,4
680071833,4,2
24828973,4,4
552417980,4,3
25786121,4,4
676203798,4,3
26702335,4,3
172265333,4,3
93667216,4,4
569266856,4,2
658559807,4,4
667669468,4,4
161997968,4,4
658902879,4,4
673404818,4,4
259886019,4,2
101196438,4,4
670259346,4,4
132760479,4,3
131908897,4,3
198232864,4,3
668689767,4,4
679728292,4,3
673612156,4,4
679360660,4,4
226151625,4,3
174315710,4,4
674909186,4,3
184369982,4,3
25868706,4,4
671410445,4,3
129884928,4,3
680371183,4,4
678119024,4,3
674441625,4,2
130236015,4,4
663479369,4,3
30447230,4,4
673612155,4,4
659873730,4,4
673311746,4,4
679641511,4,4
347092196,4,3
641653525,4,4
466393887,4,3
438308301,4,4
680343171,4,4
670258735,4,3
26720545,4,3
674909181,4,4
188442790,3,3
183678811,3,3
398459861,3,2
668642713,3,3
670446140,3,3
668253447,3,3
198232944,3,2
669959334,3,3
76779055,3,2
161598630,3,3
231493759,3,2
427850506,3,3
259337504,3,3
25786135,3,3
677800145,3,3
86401980,3,3
25868311,3,3
243185479,3,3
679750335,3,3
673599260,3,3
678326364,3,3
358362546,3,3
555165129,3,2
259398088,3,3
199352896,3,3
680011692,3,2
87644547,3,3
674866678,3,3
673415889,3,3
363390671,3,3
679734466,3,3
288038894,3,3
667417217,3,3
121271239,3,3
22797624,3,3
606723708,3,3
25849947,3,3
658275750,3,3
532655563,3,3
658243235,3,3
678566586,3,2
231508277,3,2
25033552,3,3
48068492,3,2
259399011,3,3
290323493,3,3
26472374,3,2
199352953,3,3
25747721,3,3
87651758,3,2
183678822,3,3
25889062,3,3
671243232,3,3
26539590,3,2
86216292,3,3
77230857,3,2
226022193,3,3
25032750,3,3
242428502,3,3
679176866,3,3
683323277,3,3
261016850,3,3
552391965,3,3
26727432,3,3
288038897,3,3
267436822,3,2
380161577,3,3
24951177,3,3
25786074,3,3
679171421,3,3
49890862,3,3
444190294,3,3
40131552,3,3
261477676,3,2
679629892,3,3
372878160,3,3
288038896,3,3
27908628,3,3
94890075,3,3
48161192,3,3
678119025,3,3
26598868,3,3
680479916,3,2
59189749,3,3
55852981,3,3
126625333,3,3
671264351,3,3
226022328,3,2
226609087,3,3
4724005,3,3
126616035,3,3
87645046,3,3
86211674,3,3
48068495,3,2
674909180,3,3
247463078,3,3
380510833,3,2
676303126,3,3
36344837,3,3
77466462,3,3
26539794,3,3
668661952,3,3
553671352,3,2
97816077,3,3
678574266,3,3
97809363,3,1
382256362,3,3
680909767,3,3
96785455,3,3
679187512,3,3
674984259,3,2
658223805,3,3
97816996,3,2
313522542,3,3
658187065,3,2
41454983,3,2
25849859,2,2
680045511,2,2
183678925,2,2
671213543,2,2
184369941,2,2
679187510,2,2
87651760,2,2
674626674,2,2
679430293,2,1
680469038,2,2
188885449,2,2
438308288,2,2
88389012,2,2
105267061,2,2
86218278,2,2
671409577,2,1
163639940,2,2
680274943,2,2
672308122,2,2
671414872,2,2
93672601,2,2
93670538,2,2
671811479,2,2
672121538,2,2
239430037,2,2
673397468,2,2
532655551,2,2
30447176,2,2
26989717,2,2
125643479,2,2
226173115,2,2
94517895,2,2
676275772,2,2
675910294,2,2
364278910,2,2
97677243,2,2
95085178,2,2
675414607,2,2
669671483,2,2
121271259,2,2
580233739,2,1
4821523,2,2
164925795,2,2
553800661,2,2
25796160,2,2
239559104,2,2
163638342,2,2
25773721,2,1
204545428,2,2
204549788,2,1
553671353,2,2
41528751,2,2
105097951,2,2
671282903,2,2
374430791,2,2
26622488,2,2
26727428,2,2
676275770,2,2
97816995,2,2
25857897,2,2
674430928,2,2
680032309,2,2
675015962,2,2
552385171,2,2
692757059,2,2
153995751,2,2
674886112,2,2
663479329,2,2
283725040,2,2
172265336,2,2
678574263,2,2
24968792,2,2
466393886,2,2
241396757,2,2
374433354,2,2
674633188,2,2
60121311,2,2
671240911,2,2
358362545,2,2
386560324,2,2
183678905,2,2
552378332,2,2
25342002,2,2
184369673,2,2
184369599,2,2
555757076,2,1
658187062,2,2
25746095,2,2
372818730,2,2
151062521,2,2
95937619,2,2
679372393,2,2
25830649,2,2
42069916,2,2
231508268,2,2
658318941,2,1
101196342,2,2
240538512,2,2
273653197,2,1
674648908,2,2
674356090,2,2
107279614,2,2
101201617,2,1
198232542,2,2
41042652,2,1
222983120,2,2
673381129,2,2
184370027,2,2
167236738,2,2
100204524,2,2
663489042,2,2
87652161,2,1
680050184,2,2
671208352,2,2
100130920,2,2
25064442,2,1
26598857,2,2
86211677,2,2
183678883,2,2
59189760,2,2
678574260,2,2
137879420,2,2
72672649,2,2
125622201,2,1
672881138,2,2
97989428,2,2
583707644,2,2
26791531,2,2
88389015,2,2
674909183,2,2
198232697,2,2
374430803,2,2
97816997,2,2
95936812,2,2
4821499,2,2
25704222,2,2
674886111,2,2
678426766,2,2
25889173,2,2
668882902,2,2
95932165,2,1
671409781,2,2
27090100,2,2
97817015,2,2
673317813,2,2
126341540,2,2
25064186,2,2
240568541,2,2
239183940,2,2
151063290,2,2
25063934,2,2
678574265,2,2
240587172,2,2
86402112,2,2
675433583,2,2
77527117,2,2
504904520,2,2
374430804,2,2
466393905,2,2
665058431,2,1
241623653,2,2
674633165,2,2
40057114,2,2
94890096,2,2
88407346,2,2
377491790,2,2
241396746,2,2
643633827,2,2
161587975,1,1
172121456,1,1
100196210,1,1
516178120,1,1
671212617,1,1
105267058,1,1
120734248,1,1
100349485,1,1
173985935,1,1
26583507,1,1
163642779,1,1
359218059,1,1
261016856,1,1
678127279,1,1
673404813,1,1
667481472,1,1
380266856,1,1
677861033,1,1
100196201,1,1
583761980,1,1
682898270,1,1
128995089,1,1
671754694,1,1
671414397,1,1
280839450,1,1
97990055,1,1
673376217,1,1
26469226,1,1
674860435,1,1
161487253,1,1
673570437,1,1
681619449,1,1
675414637,1,1
674937596,1,1
438308294,1,1
658275747,1,1
560169920,1,1
663479332,1,1
26539643,1,1
120734509,1,1
674334266,1,1
184369881,1,1
172973592,1,1
673602346,1,1
673627078,1,1
86401811,1,1
678066597,1,1
26702691,1,1
56052344,1,1
668931097,1,1
671208353,1,1
460552241,1,1
239162680,1,1
25889479,1,1
681898642,1,1
198232660,1,1
678311045,1,1
322705416,1,1
494796460,1,1
678310423,1,1
583755499,1,1
672339286,1,1
198232548,1,1
630024975,1,1
673334372,1,1
173985920,1,1
259398086,1,1
25064739,1,1
680884666,1,1
374430704,1,1
26727838,1,1
25850178,1,1
673627085,1,1
26539559,1,1
245261934,1,1
674946176,1,1
673317815,1,1
125640414,1,1
100207482,1,1
226558590,1,1
226886211,1,1
240538552,1,1
673392597,1,1
188442793,1,1
198232925,1,1
8462688,1,1
679196303,1,1
125107469,1,1
366382466,1,1
182627142,1,1
97818158,1,1
231500361,1,1
287710529,1,1
674908943,1,1
673255142,1,1
668463000,1,1
673093016,1,1
25868300,1,1
97990057,1,1
105267046,1,1
668434792,1,1
569303004,1,1
345274209,1,1
89550173,1,1
24994947,1,1
669970408,1,1
673602345,1,1
100204544,1,1
26791487,1,1
97868333,1,1
128491858,1,1
321619731,1,1
674621417,1,1
231493256,1,1
26787895,1,1
126628881,1,1
678331640,1,1
668456106,1,1
145121174,1,1
679467562,1,1
322073584,1,1
324760621,1,1
239372173,1,1
86401808,1,1
678310420,1,1
183683816,1,1
677936560,1,1
76967068,1,1
173813911,1,1
679398301,1,1
667417192,1,1
515200222,1,1
675433584,1,1
658400361,1,1
678066367,1,1
552382833,1,1
259340068,1,1
87650951,1,1
692757058,1,1
4775781,1,1
97677591,1,1
667425751,1,1
675196335,1,1
380163200,1,1
697156709,1,1
680001452,1,1
674626701,1,1
241397365,1,1
331282368,1,1
26468847,1,1
496185069,1,1
87650949,1,1
375224244,1,1
163640731,1,1
126341542,1,1
131846533,1,1
556818087,1,1
671210236,1,1
663142807,1,1
101532356,1,1
27090038,1,1
677898761,1,1
672279934,1,1
685713169,1,1
26468860,1,1
678311111,1,1
4775769,1,1
678374456,1,1
676862659,1,1
143791641,1,1
678311044,1,1
280839451,1,1
678311115,1,1
674633183,1,1
658187061,1,1
161597579,1,1
25889304,1,1
86402059,1,1
552386072,1,1
675021676,1,1
674633822,1,1
671195217,1,1
86402054,1,1
676743756,1,1
676257407,1,1
245261961,1,1
680382094,1,1
679176868,1,1
24968804,1,1
314137384,1,1
680397929,1,1
229412247,1,1
603532978,1,1
667669473,1,1
659006904,1,1
581670938,1,1
674633821,1,1
239805679,1,1
259398083,1,1
688290069,1,1
25786516,1,1
680281832,1,1
332128890,1,1
687426257,1,1
241401163,1,1
226558462,1,1
380156311,1,1
680884668,1,1
100196177,1,1
87983298,1,1
25704249,1,1
679998447,1,1
680004785,1,1
76967094,1,1
676257410,1,1
25858026,1,1
674865923,1,1
129884916,1,1
672084976,1,1
76776225,1,1
658995536,1,1
677048819,1,1
658409704,1,1
25064106,1,1
658318925,1,1
673395687,1,1
126995766,1,1
126617193,1,1
56013169,1,1
25889282,1,1
675399130,1,1
198232754,1,1
678144514,1,1
673607036,1,1
667463186,1,1
128617889,1,1
658264980,1,1
674633186,1,1
25889140,1,1
466393917,1,1
659006902,1,1
579841467,1,1
658223807,1,1
25704820,1,1
672058725,1,1
25850236,1,1
313366679,1,1
183678899,1,1
101532354,1,1
26720474,1,1
97817539,1,1
663479372,1,1
663479371,1,1
77517732,1,1
49890859,1,1
555165128,1,1
460699982,1,1
678116583,1,1
680050186,1,1
240587174,1,1
426085648,1,1
76773421,1,1
358362543,1,1
678189705,1,1
657613768,1,1
658187066,1,1
678534401,1,1
375224217,1,1
679998456,1,1
95791237,1,1
675165240,1,1
183678871,1,1
126616025,1,1
100204554,1,1
182627066,1,1
673602347,1,1
678072376,1,1
280803865,1,1
183678833,1,1
97816992,1,1
161597577,1,1
673794083,1,1
671589128,1,1
426101818,1,1
674360647,1,1
677606869,1,1
673317814,1,1
691679521,1,1
93668641,1,1
93670541,1,1
679979426,1,1
161597581,1,1
680473969,1,1
135335513,1,1
505305527,1,1
516178121,1,1
93670213,1,1
135335501,1,1
184369894,1,1
153762725,1,1
674626711,1,1
87652596,1,1
25850325,1,1
678328634,1,1
55852983,1,1
41042654,1,1
76767918,1,1
678311110,1,1
677564759,1,1
182627130,1,1
136578685,1,1
97808870,1,1
332245949,1,1
26622339,1,1
131905679,1,1
184370072,1,1
183678812,1,1
238807844,1,1
679734048,1,1
366625651,1,1
630024976,1,1
678574259,1,1
658995554,1,1
668882901,1,1
232139603,1,1
198232977,1,1
674441608,1,1
674621414,1,1
183678824,1,1
93670378,1,1
380161576,1,1
182627145,1,1
673774813,1,1
658275751,1,1
678314378,1,1
553033800,1,1
380159551,1,1
678311109,1,1
239372156,1,1
125107470,1,1
674633184,1,1
53058056,1,1
678674762,1,1
77517733,1,1
76773427,1,1
678538988,1,1
93670709,1,1
292104993,1,1
578179382,1,1
678374455,1,1
659896488,1,1
364028161,1,1
241399824,1,1
26720481,1,1
675398051,1,1
27090118,1,1
655583153,1,1
671194253,1,1
679189119,1,1
680036101,1,1
97858717,1,1
354591834,1,1
674937597,1,1
240537568,1,1
45763132,1,1
163631224,1,1
24968773,1,1
188442794,1,1
659024546,1,1
182627090,1,1
677898757,1,1
671210943,1,1
673343392,1,1
161997962,1,1
204545385,1,1
97677584,1,1
25888963,1,1
659006903,1,1
128995084,1,1
198232753,1,1
554673643,1,1
658179277,1,1
34869999,1,1
677898759,1,1
305894194,1,1
678066599,1,1
697156710,1,1
100199208,1,1
101196348,1,1
680048312,1,1
658187047,1,1
97817529,1,1
182627075,1,1
680258949,1,1
671414796,1,1
677898766,1,1
22810563,1,1
663479331,1,1
25889286,1,1
26842795,1,1
363390240,1,1
680079176,1,1
151062515,1,1
26539798,1,1
72672631,1,1
674715489,1,1
679429051,1,1
113034753,1,1
222983118,1,1
95932733,1,1
98649552,1,1
231504731,1,1
26539601,1,1
100196272,1,1
667417191,1,1
25849881,1,1
161597574,1,1
332543632,1,1
240537727,1,1
87645705,1,1
466393916,1,1
691679520,1,1
172265311,1,1
658187046,1,1
26744183,1,1
172265338,1,1
126995758,1,1
658289102,1,1
182627063,1,1
673627079,1,1
287710524,1,1
678066603,1,1
583761990,1,1
25868516,1,1
668434791,1,1
657694599,1,1
552305952,1,1
678069959,1,1
101201614,1,1
289115401,1,1
98043929,1,1
552582091,1,1
101532290,1,1
679734049,1,1
560169922,1,1
671212519,1,1
26989713,1,1
97808883,1,1
679161115,1,1
101532326,1,1
34059296,1,1
671210669,1,1
25747910,1,1
674360648,1,1
673627083,1,1
678144511,1,1
93671472,1,1
27090090,1,1
673317820,1,1
295903389,1,1
674633820,1,1
100204588,1,1
129884925,1,1
76779075,1,1
678188380,1,1
54370103,1,1
667463170,1,1
564775719,1,1
680255969,1,1
673615030,1,1
678310421,1,1
503552410,1,1
680521433,1,1
670196775,1,1
26843317,1,1
100199230,1,1
676440401,1,1
680398087,1,1
676976687,1,1
444190287,1,1
671589130,1,1
151062522,1,1
580233761,1,1
678636935,1,1
131908180,1,1
674633181,1,1
674909182,1,1
572091757,1,1
259399012,1,1
25889307,1,1
145122241,1,1
77230852,1,1
259340064,1,1
97809201,1,1
677861040,1,1
204545300,1,1
86402062,1,1
667463181,1,1
80458759,1,1
657694365,1,1
125626658,1,1
532655585,1,1
25889134,1,1
675405816,1,1
226886216,1,1
669942058,1,1
677898763,1,1
100351673,1,1
26603488,1,1
553800660,1,1
692927355,1,1
667463188,1,1
188442767,1,1
677819462,1,1
183678826,1,1
262775038,1,1
380161572,1,1
678137698,1,1
380172458,1,1
359218060,1,1
